Experiment	Measurement	Replication	Module	Module Display Path	Name	Count	Mean	StdDev	
General		#0	WlcApLab.ap1.wlan[0].mac.dcf	WlcApLab.ap1.wlan[0].mac.dcf	packetReceivedFromPeerUnicast:vector(packetBytes)	3 544	~ 1 254.57	~ 107.631	
General		#0	WlcApLab.ap1.wlan[0].mac.dcf	WlcApLab.ap1.wlan[0].mac.dcf	packetReceivedFromPeerMulticast:vector(packetBytes)	3	32	0	
General		#0	WlcApLab.ap1.wlan[0].mac.dcf	WlcApLab.ap1.wlan[0].mac.dcf	packetReceivedFromPeerBroadcast:vector(packetBytes)	3	32	0	
General		#0	WlcApLab.ap1.wlan[0].mac.dcf	WlcApLab.ap1.wlan[0].mac.dcf	packetReceivedFromPeerWithRetry:vector(packetBytes)	4	1 264	0	
General		#0	WlcApLab.ap1.wlan[0].mac.dcf	WlcApLab.ap1.wlan[0].mac.dcf	packetReceivedFromPeerWithoutRetry:vector(packetBytes)	3 543	~ 1 253.53	~ 113.369	
General		#0	WlcApLab.ap1.wlan[0].mac.dcf	WlcApLab.ap1.wlan[0].mac.dcf	packetDrop:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.wlan[0].mac.dcf	WlcApLab.ap1.wlan[0].mac.dcf	packetDropNotAddressedToUs:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.wlan[0].mac.dcf	WlcApLab.ap1.wlan[0].mac.dcf	packetDropQueueOverflow:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.wlan[0].mac.dcf	WlcApLab.ap1.wlan[0].mac.dcf	packetDropRetryLimitReached:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.wlan[0].mac.dcf	WlcApLab.ap1.wlan[0].mac.dcf	frameSequenceActive:vector	638	~ 0.498 433	~ 0.500 39	
General		#0	WlcApLab.ap1.wlan[0].mac.dcf	WlcApLab.ap1.wlan[0].mac.dcf	datarateSelected:vector	3 847	2.4e7	0	
General		#0	WlcApLab.ap1.wlan[0].mac.rx	WlcApLab.ap1.wlan[0].mac.rx	nav:vector	45	~ 0.000 014 666 7	~ 0.000 020 976 2	
General		#0	WlcApLab.ap1.wlan[0].mac	WlcApLab.ap1.wlan[0].mac	packetSentToUpper:vector(packetBytes)	3 520	~ 1 234.98	~ 35.022 5	
General		#0	WlcApLab.ap1.wlan[0].mac	WlcApLab.ap1.wlan[0].mac	packetSentToLower:vector(packetBytes)	3 847	~ 17.133 4	~ 10.511 9	
General		#0	WlcApLab.ap1.wlan[0].mac	WlcApLab.ap1.wlan[0].mac	packetReceivedFromUpper:vector(packetBytes)	3	54	0	
General		#0	WlcApLab.ap1.wlan[0].mac	WlcApLab.ap1.wlan[0].mac	packetReceivedFromLower:vector(packetBytes)	3 549	~ 1 253.54	~ 113.274	
General		#0	WlcApLab.ap1.wlan[0].mac	WlcApLab.ap1.wlan[0].mac	packetDrop:vector(packetBytes)	2	1 264	0	
General		#0	WlcApLab.ap1.wlan[0].mac	WlcApLab.ap1.wlan[0].mac	packetDropIncorrectlyReceived:vector(packetBytes)	2	1 264	0	
General		#0	WlcApLab.ap1.wlan[0].mac	WlcApLab.ap1.wlan[0].mac	packetDropNotAddressedToUs:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.wlan[0].mac	WlcApLab.ap1.wlan[0].mac	packetDropQueueOverflow:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.wlan[0].mac	WlcApLab.ap1.wlan[0].mac	packetDropRetryLimitReached:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.wlan[0].mac	WlcApLab.ap1.wlan[0].mac	packetDropDuplicateDetected:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.wlan[0].mac	WlcApLab.ap1.wlan[0].mac	packetDropOther:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.wlan[0].radio	WlcApLab.ap1.wlan[0].radio	radioMode:vector	7 697	~ 2.499 29	~ 0.501 589	
General		#0	WlcApLab.ap1.wlan[0].radio	WlcApLab.ap1.wlan[0].radio	receptionState:vector	14 795	~ 1.219 87	~ 1.082 31	
General		#0	WlcApLab.ap1.wlan[0].radio	WlcApLab.ap1.wlan[0].radio	transmissionState:vector	15 388	1	~ 0.707 13	
General		#0	WlcApLab.ap1.wlan[0].radio	WlcApLab.ap1.wlan[0].radio	radioChannel:vector	1	6	-	
General		#0	WlcApLab.ap1.wlan[0]	WlcApLab.ap1.wlan[0]	packetDropInterfaceDown:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.wlan[0]	WlcApLab.ap1.wlan[0]	packetDropNoCarrier:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.eth[0].queue	WlcApLab.ap1.eth[0].queue	queueLength:vector	3 525	0 pk	0 pk	
General		#0	WlcApLab.ap1.eth[0].queue	WlcApLab.ap1.eth[0].queue	queueBitLength:vector	3 525	0 B	0 B	
General		#0	WlcApLab.ap1.eth[0].queue	WlcApLab.ap1.eth[0].queue	queueingTime:vector	3 520	0 s	0 s	
General		#0	WlcApLab.ap1.eth[0].queue	WlcApLab.ap1.eth[0].queue	incomingPacketLengths:vector	3 520	~ 1 244.98 B	~ 35.022 5 B	
General		#0	WlcApLab.ap1.eth[0].queue	WlcApLab.ap1.eth[0].queue	incomingDataRate:vector	300	~ 1.168 62 Mbps	~ 709.801 kbps	
General		#0	WlcApLab.ap1.eth[0].queue	WlcApLab.ap1.eth[0].queue	outgoingPacketLengths:vector	3 520	~ 1 244.98 B	~ 35.022 5 B	
General		#0	WlcApLab.ap1.eth[0].queue	WlcApLab.ap1.eth[0].queue	outgoingDataRate:vector	300	~ 1.168 62 Mbps	~ 709.801 kbps	
General		#0	WlcApLab.ap1.eth[0].queue	WlcApLab.ap1.eth[0].queue	droppedPacketLengthsQueueOverflow:vector	0	-	-	
General		#0	WlcApLab.ap1.eth[0].queue	WlcApLab.ap1.eth[0].queue	flowQueueingTime:vector	0	-	-	
General		#0	WlcApLab.ap1.eth[0].queue	WlcApLab.ap1.eth[0].queue	flowIncomingDataRate:vector	0	-	-	
General		#0	WlcApLab.ap1.eth[0].queue	WlcApLab.ap1.eth[0].queue	flowOutgoingDataRate:vector	0	-	-	
General		#0	WlcApLab.ap1.eth[0].mac	WlcApLab.ap1.eth[0].mac	txPk:vector(packetBytes)	3 520	~ 1 244.99	~ 34.497 2	
General		#0	WlcApLab.ap1.eth[0].mac	WlcApLab.ap1.eth[0].mac	rxPkOk:vector(packetBytes)	3	64	0	
General		#0	WlcApLab.ap1.eth[0].mac	WlcApLab.ap1.eth[0].mac	passedUpPk:vector(packetBytes)	3	64	0	
General		#0	WlcApLab.ap1.eth[0].mac	WlcApLab.ap1.eth[0].mac	txPausePkUnits:vector	0	-	-	
General		#0	WlcApLab.ap1.eth[0].mac	WlcApLab.ap1.eth[0].mac	rxPausePkUnits:vector	0	-	-	
General		#0	WlcApLab.ap1.eth[0].mac	WlcApLab.ap1.eth[0].mac	packetReceivedFromUpper:vector(packetBytes)	3 520	~ 1 244.98	~ 35.022 5	
General		#0	WlcApLab.ap1.eth[0].mac	WlcApLab.ap1.eth[0].mac	packetDropIncorrectlyReceived:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.eth[0].mac	WlcApLab.ap1.eth[0].mac	packetDropInterfaceDown:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.eth[0].mac	WlcApLab.ap1.eth[0].mac	packetDropNotAddressedToUs:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.eth[0]	WlcApLab.ap1.eth[0]	packetDropInterfaceDown:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.ap1.eth[0]	WlcApLab.ap1.eth[0]	packetDropNoCarrier:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].lo[0].lo	WlcApLab.sta[0].lo[0].lo	rcvdPkFromHl:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].lo[0].lo	WlcApLab.sta[0].lo[0].lo	passedUpPk:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].lo[0]	WlcApLab.sta[0].lo[0]	packetDropInterfaceDown:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].lo[0]	WlcApLab.sta[0].lo[0]	packetDropNoCarrier:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].agent	WlcApLab.sta[0].wlan[0].agent	sentRequest:vector	3	~ 2.333 33	~ 1.527 53	
General		#0	WlcApLab.sta[0].wlan[0].agent	WlcApLab.sta[0].wlan[0].agent	acceptConfirm:vector	3	~ 2.333 33	~ 1.527 53	
General		#0	WlcApLab.sta[0].wlan[0].agent	WlcApLab.sta[0].wlan[0].agent	dropConfirm:vector	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	queueLength:vector	2 309	~ 0.501 516 pk	~ 0.502 698 pk	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	queueBitLength:vector	2 309	~ 631.265 B	~ 635.33 B	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	queueingTime:vector	1 152	~ 73.119 2 us	~ 219.789 us	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	incomingPacketLengths:vector	1 152	~ 1 258.69 B	~ 80.501 8 B	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	incomingDataRate:vector	300	~ 386.669 kbps	~ 291.608 kbps	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	outgoingPacketLengths:vector	1 152	~ 1 258.69 B	~ 80.501 8 B	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	outgoingDataRate:vector	300	~ 386.669 kbps	~ 290.668 kbps	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	droppedPacketLengthsQueueOverflow:vector	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	flowQueueingTime:vector	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	flowIncomingDataRate:vector	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.pendingQueue	flowOutgoingDataRate:vector	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.inProgressFrames	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.inProgressFrames	queueingTime:vector	1 152	~ 0.000 498 35	~ 0.000 106 436	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.inProgressFrames	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.inProgressFrames	queueLength:vector	2 306	~ 0.502 168	~ 0.502 7	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.contention	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.contention	backoffPeriodGenerated:vector	1 154	~ 15.715 8	~ 9.295 7	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.contention	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.contention	backoffActive:vector	2 476	~ 0.499 596	~ 0.500 101	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.contention	WlcApLab.sta[0].wlan[0].mac.dcf.channelAccess.contention	stateChanged:vector	29 598	~ 0.177 039	~ 0.559 357	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.recipientMacDataService	WlcApLab.sta[0].wlan[0].mac.dcf.recipientMacDataService	packetDropDuplicateDetected:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf.recoveryProcedure	WlcApLab.sta[0].wlan[0].mac.dcf.recoveryProcedure	contentionWindowChanged:vector	5	43.8	~ 17.527 1	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetSentToPeer:vector(packetBytes)	1 159	~ 1 253.33	~ 114.464	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetSentToPeerUnicast:vector(packetBytes)	1 158	~ 1 254.38	~ 108.733	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetSentToPeerMulticast:vector(packetBytes)	1	32	-	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetSentToPeerBroadcast:vector(packetBytes)	1	32	-	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetSentToPeerWithRetry:vector(packetBytes)	2	1 264	0	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetSentToPeerWithoutRetry:vector(packetBytes)	1 157	~ 1 253.31	~ 114.562	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetReceivedFromPeer:vector(packetBytes)	1 460	~ 22.016 4	~ 15.540 9	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetReceivedFromPeerUnicast:vector(packetBytes)	1 156	~ 14.145 3	~ 2.518 78	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetReceivedFromPeerMulticast:vector(packetBytes)	304	~ 51.947 4	~ 1.894 2	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetReceivedFromPeerBroadcast:vector(packetBytes)	304	~ 51.947 4	~ 1.894 2	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetReceivedFromPeerWithRetry:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetReceivedFromPeerWithoutRetry:vector(packetBytes)	1 460	~ 22.016 4	~ 15.540 9	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetDrop:vector(packetBytes)	4 777	~ 634.287	~ 624.924	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetDropNotAddressedToUs:vector(packetBytes)	4 777	~ 634.287	~ 624.924	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetDropQueueOverflow:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	packetDropRetryLimitReached:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	frameSequenceActive:vector	2 310	~ 0.499 567	~ 0.500 108	
General		#0	WlcApLab.sta[0].wlan[0].mac.dcf	WlcApLab.sta[0].wlan[0].mac.dcf	datarateSelected:vector	1 159	2.4e7	0	
General		#0	WlcApLab.sta[0].wlan[0].mac.rx	WlcApLab.sta[0].wlan[0].mac.rx	nav:vector	10 623	~ 0.000 014 666 7	~ 0.000 020 742 8	
General		#0	WlcApLab.sta[0].wlan[0].mac	WlcApLab.sta[0].wlan[0].mac	packetSentToUpper:vector(packetBytes)	3	42	~ 10.392 3	
General		#0	WlcApLab.sta[0].wlan[0].mac	WlcApLab.sta[0].wlan[0].mac	packetSentToLower:vector(packetBytes)	1 159	~ 1 253.33	~ 114.464	
General		#0	WlcApLab.sta[0].wlan[0].mac	WlcApLab.sta[0].wlan[0].mac	packetReceivedFromUpper:vector(packetBytes)	1 148	~ 1 234.95	~ 35.416 9	
General		#0	WlcApLab.sta[0].wlan[0].mac	WlcApLab.sta[0].wlan[0].mac	packetReceivedFromLower:vector(packetBytes)	6 237	~ 490.962	~ 605.29	
General		#0	WlcApLab.sta[0].wlan[0].mac	WlcApLab.sta[0].wlan[0].mac	packetDrop:vector(packetBytes)	4 777	~ 634.287	~ 624.924	
General		#0	WlcApLab.sta[0].wlan[0].mac	WlcApLab.sta[0].wlan[0].mac	packetDropIncorrectlyReceived:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac	WlcApLab.sta[0].wlan[0].mac	packetDropNotAddressedToUs:vector(packetBytes)	4 777	~ 634.287	~ 624.924	
General		#0	WlcApLab.sta[0].wlan[0].mac	WlcApLab.sta[0].wlan[0].mac	packetDropQueueOverflow:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac	WlcApLab.sta[0].wlan[0].mac	packetDropRetryLimitReached:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac	WlcApLab.sta[0].wlan[0].mac	packetDropDuplicateDetected:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].mac	WlcApLab.sta[0].wlan[0].mac	packetDropOther:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0].radio	WlcApLab.sta[0].wlan[0].radio	radioMode:vector	2 321	~ 2.497 63	~ 0.505 247	
General		#0	WlcApLab.sta[0].wlan[0].radio	WlcApLab.sta[0].wlan[0].radio	receptionState:vector	14 795	~ 1.764 92	~ 1.086 14	
General		#0	WlcApLab.sta[0].wlan[0].radio	WlcApLab.sta[0].wlan[0].radio	transmissionState:vector	4 636	1	~ 0.707 183	
General		#0	WlcApLab.sta[0].wlan[0].radio	WlcApLab.sta[0].wlan[0].radio	radioChannel:vector	4	6	0	
General		#0	WlcApLab.sta[0].wlan[0]	WlcApLab.sta[0].wlan[0]	packetDropInterfaceDown:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].wlan[0]	WlcApLab.sta[0].wlan[0]	packetDropNoCarrier:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].ipv4.ip	WlcApLab.sta[0].ipv4.ip	packetDropAddressResolutionFailed:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].ipv4.ip	WlcApLab.sta[0].ipv4.ip	packetDropHopLimitReached:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].ipv4.ip	WlcApLab.sta[0].ipv4.ip	packetDropForwardingDisabled:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].ipv4.ip	WlcApLab.sta[0].ipv4.ip	packetDropNoInterfaceFound:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].ipv4.ip	WlcApLab.sta[0].ipv4.ip	packetDropNoRouteFound:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].ipv4.ip	WlcApLab.sta[0].ipv4.ip	packetDropUndefined:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].ipv4.arp	WlcApLab.sta[0].ipv4.arp	arpRequestSent:vector(packetBytes)	1	28	-	
General		#0	WlcApLab.sta[0].ipv4.arp	WlcApLab.sta[0].ipv4.arp	arpReplySent:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].udp	WlcApLab.sta[0].udp	packetSent:vector(packetBytes)	1 147	1 208	0	
General		#0	WlcApLab.sta[0].udp	WlcApLab.sta[0].udp	packetReceived:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].udp	WlcApLab.sta[0].udp	passedUpPk:vector(count)	1	0	-	
General		#0	WlcApLab.sta[0].udp	WlcApLab.sta[0].udp	droppedPkWrongPort:vector(count)	1	0	-	
General		#0	WlcApLab.sta[0].udp	WlcApLab.sta[0].udp	droppedPkBadChecksum:vector(count)	1	0	-	
General		#0	WlcApLab.sta[0].app[0]	WlcApLab.sta[0].app[0]	packetReceived:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[0].app[0]	WlcApLab.sta[0].app[0]	throughput:vector	300	0 bps	0 bps	
General		#0	WlcApLab.sta[0].app[0]	WlcApLab.sta[0].app[0]	packetSent:vector(packetBytes)	1 147	1 200	0	
General		#0	WlcApLab.sta[0].app[0]	WlcApLab.sta[0].app[0]	rcvdPkLifetime:vector	0	-	-	
General		#0	WlcApLab.sta[0].app[0]	WlcApLab.sta[0].app[0]	rcvdPkSeqNo:vector	0	-	-	
General		#0	WlcApLab.sta[1].lo[0].lo	WlcApLab.sta[1].lo[0].lo	rcvdPkFromHl:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[1].lo[0].lo	WlcApLab.sta[1].lo[0].lo	passedUpPk:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[1].lo[0]	WlcApLab.sta[1].lo[0]	packetDropInterfaceDown:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[1].lo[0]	WlcApLab.sta[1].lo[0]	packetDropNoCarrier:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[1].wlan[0].agent	WlcApLab.sta[1].wlan[0].agent	sentRequest:vector	3	~ 2.333 33	~ 1.527 53	
General		#0	WlcApLab.sta[1].wlan[0].agent	WlcApLab.sta[1].wlan[0].agent	acceptConfirm:vector	3	~ 2.333 33	~ 1.527 53	
General		#0	WlcApLab.sta[1].wlan[0].agent	WlcApLab.sta[1].wlan[0].agent	dropConfirm:vector	0	-	-	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	queueLength:vector	2 373	~ 0.502 318 pk	~ 0.503 461 pk	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	queueBitLength:vector	2 373	~ 632.351 B	~ 636.3 B	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	queueingTime:vector	1 184	~ 71.376 3 us	~ 206.283 us	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	incomingPacketLengths:vector	1 184	~ 1 258.83 B	~ 79.410 2 B	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	incomingDataRate:vector	300	~ 397.455 kbps	~ 285.562 kbps	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	outgoingPacketLengths:vector	1 184	~ 1 258.83 B	~ 79.410 2 B	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	outgoingDataRate:vector	300	~ 397.455 kbps	~ 285.562 kbps	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	droppedPacketLengthsQueueOverflow:vector	0	-	-	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	flowQueueingTime:vector	0	-	-	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	flowIncomingDataRate:vector	0	-	-	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.pendingQueue	flowOutgoingDataRate:vector	0	-	-	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.inProgressFrames	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.inProgressFrames	queueingTime:vector	1 184	~ 0.000 498 071	~ 0.000 082 847	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.inProgressFrames	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.inProgressFrames	queueLength:vector	2 370	~ 0.502 954	~ 0.503 462	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.contention	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.contention	backoffPeriodGenerated:vector	1 186	~ 15.114 7	~ 9.171 06	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.contention	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.contention	backoffActive:vector	2 554	~ 0.499 608	~ 0.500 098	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.contention	WlcApLab.sta[1].wlan[0].mac.dcf.channelAccess.contention	stateChanged:vector	29 598	~ 0.183 391	~ 0.567 639	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.recipientMacDataService	WlcApLab.sta[1].wlan[0].mac.dcf.recipientMacDataService	packetDropDuplicateDetected:vector(packetBytes)	0	-	-	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf.recoveryProcedure	WlcApLab.sta[1].wlan[0].mac.dcf.recoveryProcedure	contentionWindowChanged:vector	5	43.8	~ 17.527 1	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf	WlcApLab.sta[1].wlan[0].mac.dcf	packetSentToPeer:vector(packetBytes)	1 191	~ 1 253.61	~ 112.928	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf	WlcApLab.sta[1].wlan[0].mac.dcf	packetSentToPeerUnicast:vector(packetBytes)	1 190	~ 1 254.64	~ 107.272	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf	WlcApLab.sta[1].wlan[0].mac.dcf	packetSentToPeerMulticast:vector(packetBytes)	1	32	-	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf	WlcApLab.sta[1].wlan[0].mac.dcf	packetSentToPeerBroadcast:vector(packetBytes)	1	32	-	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf	WlcApLab.sta[1].wlan[0].mac.dcf	packetSentToPeerWithRetry:vector(packetBytes)	2	1 264	0	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf	WlcApLab.sta[1].wlan[0].mac.dcf	packetSentToPeerWithoutRetry:vector(packetBytes)	1 189	~ 1 253.6	~ 113.022	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf	WlcApLab.sta[1].wlan[0].mac.dcf	packetReceivedFromPeer:vector(packetBytes)	1 492	~ 21.844 5	~ 15.417	
General		#0	WlcApLab.sta[1].wlan[0].mac.dcf	WlcApLab.sta[1].wlan[0].mac.dcf	packetReceivedFromPeerUnicast:vector(packetBytes)	1 188	~ 14.141 4	~ 2.484 7	
